,Restaurant_Name,Zip code,Restaurant_Rating,Restaurant_latitude,Restaurant_longitude
1039,Bartlett's,78757,4.0,30.3567047119141,-97.7312469482422
1040,Noori's Grill,78757,5.0,30.35679,-97.73269
1041,Cabo Bob's Burritos,78757,4.0,30.3601,-97.74075
1042,Hopdoddy Burger Bar,78757,4.0,30.357621,-97.733102
1043,Three Little Pigs,78757,4.5,30.340254,-97.738615
1044,SLAB BBQ & Beer,78758,4.5,30.3713101540255,-97.7246514312134
1045,Kiwami Ramen,78757,3.5,30.358733,-97.734482
1046,Yard Bar,78757,4.0,30.34303,-97.73921
1047,Dos Batos - Woodfired Tacos,78757,4.0,30.35692,-97.73525
1048,Roaring Fork,78701,4.0,30.2691040039062,-97.7419586181641
1049,Second Bar + Kitchen,78701,4.0,30.2645939290629,-97.7444895054345
1050,Austin Taco Project,78701,4.0,30.26506,-97.73862
1051,CAVA,78701,5.0,30.26721,-97.74296
1052,Easy Tiger,78701,4.0,30.2658004760742,-97.7356872558594
1053,Corner,78701,4.0,30.264545,-97.74329
1054,Moonshine Patio Bar & Grill,78701,4.5,30.26386,-97.73796
1055,Stella San Jac,78701,4.0,30.2665762751589,-97.740525726058
1056,The Hightower,78702,4.0,30.264821,-97.729488
1057,The Backspace,78701,4.0,30.26685,-97.74043
1058,The Grub House,78701,4.5,30.2674408,-97.7368622
1059,True Food Kitchen,78701,4.5,30.2672474,-97.7520856
1060,Gus's World Famous Fried Chicken,78701,4.0,30.2634862,-97.7417305
1061,"Truluck's Seafood, Steak and Crab House",78701,4.5,30.26683,-97.74502
1062,Ramen Tatsu-Ya,78702,4.5,30.26326,-97.72624
1063,Eureka!,78701,4.0,30.2678427491661,-97.7412401139736
1064,Swift's Attic,78701,4.0,30.26563,-97.74337
1065,Parkside,78701,4.0,30.2670631408691,-97.7403259277344
1066,Eddie V's Prime Seafood,78701,4.5,30.26613,-97.74058
1067,Sophia's,78701,4.0,30.26955,-97.74751
1068,Roaring Fork,78701,4.0,30.2691040039062,-97.7419586181641
1069,Second Bar + Kitchen,78701,4.0,30.2645939290629,-97.7444895054345
1070,Austin Taco Project,78701,4.0,30.26506,-97.73862
1071,CAVA,78701,5.0,30.26721,-97.74296
1072,Easy Tiger,78701,4.0,30.2658004760742,-97.7356872558594
1073,Corner,78701,4.0,30.264545,-97.74329
1074,Moonshine Patio Bar & Grill,78701,4.5,30.26386,-97.73796
1075,Stella San Jac,78701,4.0,30.2665762751589,-97.740525726058
1076,The Hightower,78702,4.0,30.264821,-97.729488
1077,The Backspace,78701,4.0,30.26685,-97.74043
1078,The Grub House,78701,4.5,30.2674408,-97.7368622
1079,True Food Kitchen,78701,4.5,30.2672474,-97.7520856
1080,Gus's World Famous Fried Chicken,78701,4.0,30.2634862,-97.7417305
1081,"Truluck's Seafood, Steak and Crab House",78701,4.5,30.26683,-97.74502
1082,Ramen Tatsu-Ya,78702,4.5,30.26326,-97.72624
1083,Eureka!,78701,4.0,30.2678427491661,-97.7412401139736
1084,Swift's Attic,78701,4.0,30.26563,-97.74337
1085,Parkside,78701,4.0,30.2670631408691,-97.7403259277344
1086,Sophia's,78701,4.0,30.26955,-97.74751
1087,Red Ash,78701,4.0,30.26588,-97.744672
1088,Roaring Fork,78701,4.0,30.2691040039062,-97.7419586181641
1089,Second Bar + Kitchen,78701,4.0,30.2645939290629,-97.7444895054345
1090,Austin Taco Project,78701,4.0,30.26506,-97.73862
1091,CAVA,78701,5.0,30.26721,-97.74296
1092,Easy Tiger,78701,4.0,30.2658004760742,-97.7356872558594
1093,Corner,78701,4.0,30.264545,-97.74329
1094,Moonshine Patio Bar & Grill,78701,4.5,30.26386,-97.73796
1095,Stella San Jac,78701,4.0,30.2665762751589,-97.740525726058
1096,The Hightower,78702,4.0,30.264821,-97.729488
1097,The Backspace,78701,4.0,30.26685,-97.74043
1098,The Grub House,78701,4.5,30.2674408,-97.7368622
1099,True Food Kitchen,78701,4.5,30.2672474,-97.7520856
1100,Gus's World Famous Fried Chicken,78701,4.0,30.2634862,-97.7417305
1101,"Truluck's Seafood, Steak and Crab House",78701,4.5,30.26683,-97.74502
1102,Ramen Tatsu-Ya,78702,4.5,30.26326,-97.72624
1103,Eureka!,78701,4.0,30.2678427491661,-97.7412401139736
1104,Swift's Attic,78701,4.0,30.26563,-97.74337
1105,Parkside,78701,4.0,30.2670631408691,-97.7403259277344
1106,Sophia's,78701,4.0,30.26955,-97.74751
1107,Red Ash,78701,4.0,30.26588,-97.744672
1108,Hideaway Kitchen & Bar,78744,4.5,30.21165,-97.75281
1109,Austin Rotisserie,78704,5.0,30.2274,-97.76272
1110,Jewhungry?,78704,5.0,30.22565,-97.76274
1111,Cabo Bob's Burritos,78704,4.5,30.2209809152295,-97.756928435967
1112,Soursop,78745,4.5,30.216,-97.76183
1113,The Limestone Kitchen Restaurant & Lounge,78744,3.5,30.210602,-97.753472
1114,888 Pan Asian Restaurant,78741,4.0,30.2296193570823,-97.7299686863661
1115,Onion Creek Grille,78744,3.0,30.2144718170166,-97.7506256103516
1116,Mi Cabana,78745,4.0,30.2149397134781,-97.7530357986689
1117,Poke-Poke,78704,4.0,30.2318,-97.75932
1118,Courson's BBQ,78704,4.5,30.2184207,-97.7577561
1119,Spokesman,78745,4.5,30.2164715,-97.7618791
1120,Toss Pizzeria & Pub,78704,4.0,30.2363363,-97.762862
1121,Texas Ranch BBQ,78704,4.5,30.22661,-97.76223
1122,Het Say Vietnamese Kitchen,78741,4.5,30.23015,-97.73257
1123,Smart Flour Foods,78744,4.5,30.2124977111816,-97.7427444458008
1124,V's Southeast Munchiez,73301,4.5,30.2200984954834,-97.7490463256836
1125,El Borrego De Oro,78704,4.0,30.2242723720297,-97.7634823322296
1126,Taste of Ethiopia,78704,4.5,30.2259650875173,-97.7619186684117
1127,Taqueria Lopez,78744,4.5,30.20252,-97.75236
1128,The Brewtorium Brewery & Kitchen,78752,4.5,30.3258884311273,-97.7175339123001
1129,Fresko Eats,78752,5.0,30.336406890935,-97.7167392256561
1130,Pappadeaux Seafood Kitchen,78752,4.0,30.3253,-97.70515
1131,Lima Criolla,78752,4.0,30.3260568380981,-97.7076581067457
1132,Royal Jelly,78752,4.5,30.3391,-97.71703
1133,Vivo Austin,78752,4.0,30.3254085112821,-97.7085228255478
1134,Chago's Caribbean Cuisine,78752,4.5,30.3402583550962,-97.7169592670936
1135,Taqueria Gardenia,78752,4.5,30.3341023,-97.7066095
1136,Sala and Betty,78751,4.5,30.31318,-97.71476
1137,Arpeggio Grill,78752,4.0,30.3309659,-97.7155318
1138,Cenote,78723,4.0,30.3204456874673,-97.6969876885414
1139,Los Jaliscienses,78723,4.0,30.321597,-97.702373
1140,Pappasito's Cantina,78752,3.5,30.3268833125071,-97.7049401481323
1141,Sushi Japon & Hibachi Grill,78752,3.5,30.3285468288254,-97.7053593099294
1142,Chosun Korean BBQ,78752,3.5,30.329818,-97.706662
1143,Turntable Eatery,78751,4.5,30.31281,-97.7150599
1144,Texture Food and Drink,78752,3.5,30.32613,-97.7044
1145,Jang's Chimac Cafe,78752,4.0,30.3340600057404,-97.7164900302887
1146,Pollo Regio,78723,4.5,30.31959,-97.6889
1147,Brazas Taco House,78752,4.5,30.33406,-97.7164899
1148,Salty Sow,78722,4.5,30.2836497259461,-97.7213180065155
1149,Roaring Fork,78701,4.0,30.2691040039062,-97.7419586181641
1150,Second Bar + Kitchen,78701,4.0,30.2645939290629,-97.7444895054345
1151,Easy Tiger,78701,4.0,30.2658004760742,-97.7356872558594
1152,CAVA,78701,5.0,30.26721,-97.74296
